id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
12387972,JE257757,6/7/2021 23:52,063XX S RACINE AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,TRUE,724,7,16,67,08B,1169405,1862839,2021,6/14/2021 17:03,41.77913694,-87.65449164,(41.77913694-87.65449164)
12387967,JE257762,6/7/2021 23:45,067XX S PAULINA ST,580,STALKING,SIMPLE,RESIDENCE,FALSE,FALSE,725,7,16,67,08A,1166171,1860025,2021,6/14/2021 17:03,41.7714844,-87.66642782,(41.7714844-87.66642782)
12387906,JE257763,6/7/2021 23:45,059XX W MADISON ST,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1513,15,29,25,08B,1137088,1899409,2021,6/14/2021 17:03,41.88012979,-87.7720949,(41.88012979-87.7720949)
12388248,JE258171,6/7/2021 23:42,063XX S KENWOOD AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,314,3,20,42,6,1186161,1863188,2021,6/14/2021 17:03,41.77971522,-87.59305213,(41.77971522-87.59305213)
12388398,JE258381,6/7/2021 23:30,014XX W 91ST ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2222,22,21,73,7,1168015,1844395,2021,6/14/2021 17:03,41.72855409,-87.66011662,(41.72855409-87.66011662)
12387968,JE257751,6/7/2021 23:30,009XX E MARQUETTE RD,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,APARTMENT,FALSE,FALSE,321,3,5,42,26,1183538,1861445,2021,6/14/2021 17:03,41.77499383,-87.60272256,(41.77499383-87.60272256)
12387888,JE257747,6/7/2021 23:29,018XX S RIDGEWAY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1014,10,24,29,08B,1151663,1890638,2021,6/14/2021 17:03,41.85578715,-87.71880725,(41.85578715-87.71880725)
12387903,JE257746,6/7/2021 23:24,086XX S STATE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,GAS STATION,TRUE,FALSE,632,6,6,44,15,1177802,1847510,2021,6/14/2021 17:03,41.73688639,-87.62417085,(41.73688639-87.62417085)
12387941,JE257756,6/7/2021 23:23,012XX N STATE PKWY,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,1824,18,2,8,08A,1176066,1908568,2021,6/14/2021 17:03,41.90447393,-87.62869647,(41.90447393-87.62869647)
12387932,JE257732,6/7/2021 23:08,016XX W 77TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,611,6,17,71,08B,1166578,1853647,2021,6/14/2021 17:03,41.75397364,-87.66511751,(41.75397364-87.66511751)
12387961,JE257726,6/7/2021 23:06,025XX W THOMAS ST,320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,FALSE,FALSE,1211,12,1,24,3,1159206,1907229,2021,6/14/2021 17:03,41.90116294,-87.69066465,(41.90116294-87.69066465)
12388226,JE257966,6/7/2021 23:03,018XX S TRUMBULL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1021,10,24,29,14,1153658,1890886,2021,6/14/2021 17:03,41.85642828,-87.71147798,(41.85642828-87.71147798)
12387866,JE257743,6/7/2021 23:03,018XX S TRUMBULL AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,SIDEWALK,FALSE,FALSE,1021,10,24,29,15,1153658,1890878,2021,6/14/2021 17:03,41.85640633,-87.71147819,(41.85640633-87.71147819)
12388347,JE258014,6/7/2021 23:00,131XX S AVENUE M,810,THEFT,OVER $500,STREET,FALSE,FALSE,433,4,10,55,6,1201736,1818410,2021,6/14/2021 17:03,41.65645878,-87.53747099,(41.65645878-87.53747099)
12389472,JE259706,6/7/2021 23:00,079XX S WHIPPLE ST,650,BURGLARY,HOME INVASION,APARTMENT,FALSE,FALSE,835,8,18,70,5,1157423,1851882,2021,6/14/2021 17:03,41.74932042,-87.69871544,(41.74932042-87.69871544)
12387947,JE257734,6/7/2021 23:00,028XX E 83RD ST,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,TRUE,423,4,7,46,6,1196366,1850481,2021,6/14/2021 17:03,41.74459916,-87.55606096,(41.74459916-87.55606096)
12393937,JE258255,6/7/2021 23:00,016XX W 17TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1234,12,25,31,7,,,2021,6/14/2021 17:03,,,()
12388242,JE258119,6/7/2021 23:00,047XX W PENSACOLA AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1722,17,45,16,7,1143818,1928495,2021,6/14/2021 17:03,41.95982134,-87.74665215,(41.95982134-87.74665215)
12389288,JE259462,6/7/2021 23:00,044XX W WILCOX ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1113,11,28,26,14,1146887,1898970,2021,6/14/2021 17:03,41.87874365,-87.73612491,(41.87874365-87.73612491)
12387989,JE257735,6/7/2021 23:00,032XX W 111TH ST,460,BATTERY,SIMPLE,BAR OR TAVERN,FALSE,FALSE,2211,22,19,74,08B,1156542,1830822,2021,6/14/2021 17:03,41.69154587,-87.70250928,(41.69154587-87.70250928)
12387960,JE257741,6/7/2021 22:58,012XX W MADISON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,FALSE,TRUE,1224,12,25,28,08B,1168174,1900169,2021,6/14/2021 17:03,41.88160073,-87.65792863,(41.88160073-87.65792863)
12387896,JE257748,6/7/2021 22:55,012XX E 53RD ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,234,2,4,41,6,1185293,1870377,2021,6/14/2021 17:03,41.79946289,-87.59600826,(41.79946289-87.59600826)
12387868,JE257725,6/7/2021 22:50,064XX S MORGAN ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,723,7,16,68,15,1170752,1862110,2021,6/14/2021 17:03,41.77710719,-87.64957467,(41.77710719-87.64957467)
12388008,JE257774,6/7/2021 22:45,064XX S MORGAN ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,724,7,16,68,04B,1170753,1862090,2021,6/14/2021 17:03,41.77705229,-87.64957159,(41.77705229-87.64957159)
12387958,JE257727,6/7/2021 22:40,062XX S CHAMPLAIN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,313,3,20,42,08B,1181642,1863749,2021,6/14/2021 17:03,41.78136022,-87.60960187,(41.78136022-87.60960187)
12387878,JE257737,6/7/2021 22:38,054XX S WENTWORTH AVE,460,BATTERY,SIMPLE,RESTAURANT,FALSE,FALSE,225,2,3,37,08B,1175896,1868633,2021,6/14/2021 17:03,41.7948932,-87.63052148,(41.7948932-87.63052148)
12388039,JE257823,6/7/2021 22:36,049XX S HONORE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,931,9,15,61,08B,1164852,1871869,2021,6/14/2021 17:03,41.8040138,-87.67092834,(41.8040138-87.67092834)
12387873,JE257728,6/7/2021 22:32,0000X W DELAWARE PL,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,SIDEWALK,FALSE,FALSE,1832,18,2,8,11,1176092,1906623,2021,6/14/2021 17:03,41.89913617,-87.62865965,(41.89913617-87.62865965)
12388138,JE257702,6/7/2021 22:30,074XX S YATES BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,334,3,7,43,14,1193497,1856026,2021,6/14/2021 17:03,41.75988573,-87.56639203,(41.75988573-87.56639203)
12388677,JE258393,6/7/2021 22:30,014XX E 69TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,332,3,5,43,14,1187323,1859206,2021,6/14/2021 17:03,41.76876075,-87.58891851,(41.76876075-87.58891851)
12388444,JE257704,6/7/2021 22:14,079XX S COLFAX AVE,496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,STREET,FALSE,TRUE,422,4,7,46,04B,1194893,1852902,2021,6/14/2021 17:03,41.75127897,-87.56137853,(41.75127897-87.56137853)
12387936,JE257700,6/7/2021 22:14,069XX W ARCHER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,811,8,23,56,14,1131160,1867292,2021,6/14/2021 17:03,41.79209975,-87.79460188,(41.79209975-87.79460188)
12387869,JE257691,6/7/2021 22:10,096XX S GREENWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,FALSE,FALSE,511,5,8,50,14,1185241,1841139,2021,6/14/2021 17:03,41.71923222,-87.59711658,(41.71923222-87.59711658)
12388691,JE257693,6/7/2021 22:05,024XX N MILWAUKEE AVE,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,1414,14,1,22,08A,1156086,1916141,2021,6/14/2021 17:03,41.92568177,-87.70188372,(41.92568177-87.70188372)
12387882,JE257714,6/7/2021 22:03,038XX W GLADYS AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,1133,11,28,26,08B,1150777,1898079,2021,6/14/2021 17:03,41.87622348,-87.72186478,(41.87622348-87.72186478)
12390564,JE259805,6/7/2021 22:00,014XX N SEDGWICK ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1821,18,27,8,08B,1173383,1909988,2021,6/14/2021 17:03,41.90843054,-87.63850953,(41.90843054-87.63850953)
12387982,JE257833,6/7/2021 22:00,028XX W SEIPP ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,835,8,18,70,7,1159046,1847673,2021,6/14/2021 17:03,41.73773725,-87.69288286,(41.73773725-87.69288286)
12389526,JE257998,6/7/2021 22:00,066XX S STEWART AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,722,7,6,68,6,1174766,1861014,2021,6/14/2021 17:03,41.77401112,-87.63489211,(41.77401112-87.63489211)
12390353,JE260094,6/7/2021 22:00,016XX W 77TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,611,6,17,71,08B,1166578,1853647,2021,6/14/2021 17:03,41.75397364,-87.66511751,(41.75397364-87.66511751)
12388268,JE258078,6/7/2021 22:00,014XX W 78TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,612,6,17,71,7,1168149,1853026,2021,6/14/2021 17:03,41.7522359,-87.65937814,(41.7522359-87.65937814)
12388720,JE257881,6/7/2021 21:58,012XX W Monroe St,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER (SPECIFY),FALSE,FALSE,1224,12,25,28,26,,,2021,6/14/2021 17:03,,,()
12387838,JE257676,6/7/2021 21:58,008XX W NORTH AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESTAURANT,FALSE,TRUE,1822,18,2,8,08B,1170194,1910858,2021,6/14/2021 17:03,41.91088815,-87.65019879,(41.91088815-87.65019879)
12387849,JE257698,6/7/2021 21:55,065XX S PROMONTORY DR,530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,PARK PROPERTY,FALSE,TRUE,331,3,5,42,04A,1192337,1862034,2021,6/14/2021 17:03,41.77640043,-87.57044804,(41.77640043-87.57044804)
12389671,JE257683,6/7/2021 21:52,062XX S VERNON AVE,320,ROBBERY,STRONG ARM - NO WEAPON,STREET,FALSE,FALSE,313,3,20,42,3,1180320,1863836,2021,6/14/2021 17:03,41.78162939,-87.61444591,(41.78162939-87.61444591)
12387983,JE257738,6/7/2021 21:45,093XX S THROOP ST,497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,RESIDENCE,FALSE,TRUE,2222,22,21,73,04B,1169301,1842840,2021,6/14/2021 17:03,41.72425924,-87.65545058,(41.72425924-87.65545058)
12388326,JE257989,6/7/2021 21:45,090XX S DAUPHIN AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,TRUE,633,6,8,44,6,1183676,1845021,2021,6/14/2021 17:03,41.72992146,-87.60272795,(41.72992146-87.60272795)
12389674,JE257681,6/7/2021 21:43,070XX S HARPER AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,332,3,5,43,08B,1187600,1858628,2021,6/14/2021 17:03,41.76716808,-87.58792154,(41.76716808-87.58792154)
12387907,JE257639,6/7/2021 21:40,030XX W ROOSEVELT RD,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,1134,11,28,29,15,1156076,1894551,2021,6/14/2021 17:03,41.86643704,-87.70250377,(41.86643704-87.70250377)
12387851,JE257685,6/7/2021 21:40,007XX N LAWNDALE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,1112,11,27,23,15,1151587,1904667,2021,6/14/2021 17:03,41.89428577,-87.71871747,(41.89428577-87.71871747)
12387890,JE257667,6/7/2021 21:38,0000X E 113TH PL,1025,ARSON,AGGRAVATED,RESIDENCE,FALSE,FALSE,531,5,9,49,9,1178029,1829709,2021,6/14/2021 17:03,41.68803291,-87.62387656,(41.68803291-87.62387656)
12388145,JE257682,6/7/2021 21:37,067XX S SOUTH SHORE DR,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,331,3,5,43,08B,1193387,1860848,2021,6/14/2021 17:03,41.77312034,-87.56663764,(41.77312034-87.56663764)
12387925,JE257688,6/7/2021 21:35,007XX W 63RD ST,460,BATTERY,SIMPLE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,723,7,20,68,08B,1172211,1863088,2021,6/14/2021 17:03,41.77975898,-87.64419728,(41.77975898-87.64419728)
12387817,JE257660,6/7/2021 21:35,031XX W FLOURNOY ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,1134,11,24,27,15,1155618,1896865,2021,6/14/2021 17:03,41.87279612,-87.70412287,(41.87279612-87.70412287)
12387943,JE257739,6/7/2021 21:34,082XX S MARQUETTE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,FALSE,TRUE,423,4,7,46,04A,1195599,1850949,2021,6/14/2021 17:03,41.74590237,-87.55885586,(41.74590237-87.55885586)
12387881,JE257695,6/7/2021 21:30,102XX S INDIANA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,COLLEGE / UNIVERSITY - RESIDENCE HALL,FALSE,TRUE,511,5,9,49,08B,1179388,1837204,2021,6/14/2021 17:03,41.70856941,-87.61867373,(41.70856941-87.61867373)
12390496,JE260890,6/7/2021 21:30,043XX N SACRAMENTO AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1724,17,33,16,08B,1155602,1928685,2021,6/14/2021 17:03,41.96011314,-87.70332341,(41.96011314-87.70332341)
12387908,JE257713,6/7/2021 21:30,002XX N LOCKWOOD AVE,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,FALSE,FALSE,1523,15,28,25,3,1141003,1901147,2021,6/14/2021 17:03,41.88482793,-87.75767646,(41.88482793-87.75767646)
12387877,JE257697,6/7/2021 21:27,068XX S THROOP ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,FALSE,FALSE,724,7,17,67,15,1168841,1859324,2021,6/14/2021 17:03,41.76950354,-87.65666072,(41.76950354-87.65666072)
12387905,JE257658,6/7/2021 21:25,052XX W ADAMS ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,1522,15,29,25,04B,1141511,1898830,2021,6/14/2021 17:03,41.87846042,-87.75586823,(41.87846042-87.75586823)
12387886,JE257662,6/7/2021 21:22,001XX W 87TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,FALSE,FALSE,622,6,21,44,14,1176740,1847273,2021,6/14/2021 17:03,41.73625998,-87.62806878,(41.73625998-87.62806878)
12387822,JE257673,6/7/2021 21:20,006XX N HOMAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1121,11,27,23,08B,1153597,1904088,2021,6/14/2021 17:03,41.89265719,-87.71135073,(41.89265719-87.71135073)
12388531,JE258574,6/7/2021 21:15,055XX S SAWYER AVE,890,THEFT,FROM BUILDING,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,FALSE,FALSE,822,8,14,63,6,1155656,1867768,2021,6/14/2021 17:03,41.79294962,-87.70476505,(41.79294962-87.70476505)
12387754,JE257645,6/7/2021 21:15,039XX W MADISON ST,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,SIDEWALK,TRUE,FALSE,1122,11,28,26,18,1150223,1899725,2021,6/14/2021 17:03,41.8807511,-87.72385598,(41.8807511-87.72385598)
12387864,JE257665,6/7/2021 21:15,030XX W LEXINGTON ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,1134,11,28,27,15,1156283,1896547,2021,6/14/2021 17:03,41.87191009,-87.70168993,(41.87191009-87.70168993)
12387846,JE257677,6/7/2021 21:15,078XX S TRUMBULL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,835,8,18,70,08B,1154744,1852384,2021,6/14/2021 17:03,41.7507518,-87.7085191,(41.7507518-87.7085191)
12387753,JE257654,6/7/2021 21:08,007XX E 60TH ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,FALSE,FALSE,233,2,20,40,15,1182193,1865389,2021,6/14/2021 17:03,41.78584779,-87.60753105,(41.78584779-87.60753105)
12387879,JE257661,6/7/2021 21:02,018XX S RIDGEWAY AVE,454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",APARTMENT,FALSE,FALSE,1014,10,24,29,08B,1151663,1890638,2021,6/14/2021 17:03,41.85578715,-87.71880725,(41.85578715-87.71880725)
12388349,JE258222,6/7/2021 21:00,111XX S WENTWORTH AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,522,5,34,49,7,1176931,1830778,2021,6/14/2021 17:03,41.69099115,-87.62786417,(41.69099115-87.62786417)
12388131,JE257913,6/7/2021 21:00,054XX S HYDE PARK BLVD,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,234,2,5,41,6,1188587,1869139,2021,6/14/2021 17:03,41.79598756,-87.58396808,(41.79598756-87.58396808)
12388638,JE258656,6/7/2021 21:00,013XX W 80TH ST,530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,FALSE,FALSE,612,6,21,71,04A,1168583,1851711,2021,6/14/2021 17:03,41.74861802,-87.65782555,(41.74861802-87.65782555)
12389429,JE257634,6/7/2021 21:00,077XX N ASHLAND AVE,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,FALSE,FALSE,2422,24,49,1,04B,1164297,1951432,2021,6/14/2021 17:03,42.0223517,-87.67070944,(42.0223517-87.67070944)
12388918,JE259119,6/7/2021 21:00,031XX W HARRISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,POLICE FACILITY / VEHICLE PARKING LOT,FALSE,FALSE,1134,11,24,27,14,1155457,1897193,2021,6/14/2021 17:03,41.87369942,-87.70470516,(41.87369942-87.70470516)
12388328,JE258310,6/7/2021 21:00,059XX S ARTESIAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,824,8,16,66,14,1161054,1865260,2021,6/14/2021 17:03,41.78595732,-87.68504042,(41.78595732-87.68504042)
12387867,JE257664,6/7/2021 20:52,082XX S DREXEL AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,631,6,8,44,15,1183669,1850535,2021,6/14/2021 17:03,41.74505265,-87.60258208,(41.74505265-87.60258208)
12387730,JE257622,6/7/2021 20:52,033XX W VAN BUREN ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,TRUE,FALSE,1134,11,28,27,18,1153961,1897823,2021,6/14/2021 17:03,41.87545815,-87.71018098,(41.87545815-87.71018098)
12387897,JE257742,6/7/2021 20:50,036XX W OHIO ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,1122,11,27,23,04A,1152194,1903760,2021,6/14/2021 17:03,41.89178492,-87.71651208,(41.89178492-87.71651208)
12387931,JE257635,6/7/2021 20:45,016XX W 115TH ST,460,BATTERY,SIMPLE,BAR OR TAVERN,FALSE,FALSE,2234,22,34,75,08B,1167466,1828448,2021,6/14/2021 17:03,41.68480472,-87.66258275,(41.68480472-87.66258275)
12387911,JE257613,6/7/2021 20:45,010XX W THORNDALE AVE,420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,FALSE,FALSE,2433,24,48,77,04B,1168017,1939697,2021,6/14/2021 17:03,41.99007085,-87.65736068,(41.99007085-87.65736068)
12387872,JE257599,6/7/2021 20:42,037XX W HARRISON ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,1133,11,24,27,15,1151670,1897100,2021,6/14/2021 17:03,41.87351949,-87.71861171,(41.87351949-87.71861171)
12388540,JE258609,6/7/2021 20:40,031XX N OSCEOLA AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2511,25,29,17,6,1125875,1919976,2021,6/14/2021 17:03,41.93676233,-87.81281031,(41.93676233-87.81281031)
12387848,JE257641,6/7/2021 20:36,061XX N PAULINA ST,331,ROBBERY,ATTEMPT AGGRAVATED,STREET,FALSE,FALSE,2433,24,40,77,3,1164069,1940841,2021,6/14/2021 17:03,41.99329461,-87.67184964,(41.99329461-87.67184964)
12387738,JE257612,6/7/2021 20:35,053XX S DREXEL AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,FALSE,FALSE,233,2,5,41,5,1183153,1869640,2021,6/14/2021 17:03,41.7974906,-87.60387903,(41.7974906-87.60387903)
12387824,JE257596,6/7/2021 20:34,064XX S LOWE AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,723,7,20,68,04B,1173147,1862115,2021,6/14/2021 17:03,41.77706832,-87.64079452,(41.77706832-87.64079452)
12387786,JE257606,6/7/2021 20:32,055XX W ADAMS ST,5110,OTHER OFFENSE,GUN OFFENDER - DUTY TO REGISTER,RESIDENCE - YARD (FRONT / BACK),TRUE,FALSE,1522,15,29,25,26,1139532,1898783,2021,6/14/2021 17:03,41.87836776,-87.76313595,(41.87836776-87.76313595)
12389725,JE260062,6/7/2021 20:30,109XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,513,5,9,49,14,1180855,1832419,2021,6/14/2021 17:03,41.69540519,-87.61344797,(41.69540519-87.61344797)
12387826,JE257604,6/7/2021 20:30,067XX S JEFFERY BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,331,3,5,43,14,1190706,1860644,2021,6/14/2021 17:03,41.77262572,-87.57647193,(41.77262572-87.57647193)
12388065,JE257917,6/7/2021 20:30,116XX S AVENUE G,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,433,4,10,55,6,1203237,1828472,2021,6/14/2021 17:03,41.68403173,-87.53163626,(41.68403173-87.53163626)
12388117,JE257961,6/7/2021 20:30,012XX W GREENLEAF AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,PARK PROPERTY,FALSE,FALSE,2423,24,49,1,14,1166921,1947102,2021,6/14/2021 17:03,42.01041398,-87.66117814,(42.01041398-87.66117814)
12388072,JE257906,6/7/2021 20:30,041XX N LAWNDALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1723,17,35,16,14,1150985,1927225,2021,6/14/2021 17:03,41.95619869,-87.72033618,(41.95619869-87.72033618)
12388018,JE257869,6/7/2021 20:30,044XX S CAMPBELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,922,9,15,58,14,1160436,1875064,2021,6/14/2021 17:03,41.81287353,-87.68703605,(41.81287353-87.68703605)
12387806,JE257650,6/7/2021 20:30,047XX W NORTH AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,2533,25,37,25,6,1144311,1910210,2021,6/14/2021 17:03,41.90963629,-87.74530073,(41.90963629-87.74530073)
12387809,JE257615,6/7/2021 20:20,078XX S COLFAX AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,421,4,7,43,08B,1194880,1853485,2021,6/14/2021 17:03,41.75287908,-87.561407,(41.75287908-87.561407)
12387847,JE257594,6/7/2021 20:19,066XX S COTTAGE GROVE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,TAVERN / LIQUOR STORE,TRUE,FALSE,321,3,20,42,15,1182705,1861070,2021,6/14/2021 17:03,41.77398418,-87.60578782,(41.77398418-87.60578782)
12387803,JE257607,6/7/2021 20:18,061XX S PAULINA ST,553,ASSAULT,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,STREET,FALSE,FALSE,714,7,15,67,04A,1166060,1864097,2021,6/14/2021 17:03,41.78266086,-87.666719,(41.78266086-87.666719)
12388524,JE257588,6/7/2021 20:15,039XX W 19TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,1014,10,24,29,14,1150616,1890350,2021,6/14/2021 17:03,41.85501735,-87.72265779,(41.85501735-87.72265779)
12387862,JE257597,6/7/2021 20:12,006XX W FULLERTON PKWY,420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,FALSE,FALSE,1935,19,43,7,04B,1171694,1916203,2021,6/14/2021 17:03,41.92552218,-87.64453066,(41.92552218-87.64453066)
12388031,JE257595,6/7/2021 20:10,050XX S ELIZABETH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,933,9,20,61,08B,1168843,1871410,2021,6/14/2021 17:03,41.80266892,-87.65630454,(41.80266892-87.65630454)
12387837,JE257569,6/7/2021 20:10,011XX W 63RD ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,GAS STATION,TRUE,FALSE,724,7,16,68,15,1169601,1863016,2021,6/14/2021 17:03,41.7796184,-87.65376796,(41.7796184-87.65376796)
12387788,JE257582,6/7/2021 20:08,0000X E HARRISON ST,560,ASSAULT,SIMPLE,HOTEL / MOTEL,FALSE,FALSE,123,1,42,32,08A,1177081,1897625,2021,6/14/2021 17:03,41.87442284,-87.62529982,(41.87442284-87.62529982)
12387772,JE257572,6/7/2021 20:04,103XX S AVENUE L,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,432,4,10,52,15,1201831,1837018,2021,6/14/2021 17:03,41.7075185,-87.53649364,(41.7075185-87.53649364)
12387860,JE257717,6/7/2021 20:00,021XX N CENTRAL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,2515,25,36,19,08B,1138706,1913665,2021,6/14/2021 17:03,41.9192208,-87.76580741,(41.9192208-87.76580741)
